"tags","year_appeared","total_count"
"requestfactory","2010",246
"require","2008",1071
"require-once","2008",159
"required","2010",246
"requiredfieldvalidator","2009",218
"requirejs","2010",3867
"requirements","2008",208
"resampling","2009",147
"reset","2008",662
"reshape","2009",619
"reshape2","2011",265
"resharper","2008",2805
"resizable","2009",153
"resize","2008",3044
"resolution","2008",729
"resolve","2009",178
"resourcebundle","2008",338
"resourcedictionary","2008",479
"resources","2008",3820
"response","2008",1550
"response.redirect","2008",243
"responsive","2009",838
"responsive-design","2008",5535
"resque","2009",546
"rest","2008",29194
"rest-assured","2012",329
"rest-client","2008",295
"restangular","2013",450
"restart","2008",427
"resteasy","2009",915
"restfb","2010",124
"restful-architecture","2010",622
"restful-authentication","2008",587
"restful-url","2009",508
"restify","2012",273
"restkit","2011",1318
"restkit-0.20","2012",334
"restlet","2008",542
"restore","2008",608
"restriction","2008",183
"restructuredtext","2008",461
"restsharp","2010",661
"resttemplate","2010",546
"resultset","2008",823
"resume","2008",160
"resx","2008",445
"retain","2009",238
"rethinkdb","2013",582
"retina-display","2010",602
"retrofit","2013",2331
"retrofit2","2014",2022
"return","2008",2546
"return-type","2008",416
"return-value","2008",1304
"reusability","2008",340
"reveal.js","2012",152
"reverse","2008",760
"reverse-engineering","2008",1015
"reverse-geocoding","2009",298
"reverse-proxy","2008",1237
"revert","2008",197
"review","2008",178
"revision","2008",213
"revit","2009",125
"revit-api","2009",143
"rewrite","2008",1552
"rfc","2008",219
"rfid","2008",343
"rgb","2008",926
"rgba","2010",167
"rgdal","2012",109
"rgl","2010",118
"rhel","2008",425
"rhel7","2014",149
"rhino","2008",466
"rhino-mocks","2008",737
"rhomobile","2009",189
"ria","2008",424
"riak","2010",359
"ribbon","2008",670
"rich-text-editor","2008",337
"richfaces","2008",1681
"richtext","2008",214
"richtextbox","2008",1284
"right-click","2008",228
"right-to-left","2009",564
"rijndael","2008",164
"ring","2010",201
"ringtone","2009",164
"ripple","2011",190
"riscv","2013",87
"rjava","2010",177
"rm","2008",157
"rmagick","2008",389
"rmi","2008",985
"rmysql","2010",140
"rnn","2017",226
"roblox","2010",81
"robocopy","2008",245
"robolectric","2011",734
"robot","2008",179
"robotframework","2010",1192
"robotics","2008",266
"robotium","2010",425
"robots.txt","2008",503
"roc","2012",145
"rodbc","2009",235
"role","2008",178
"roleprovider","2009",204
"roles","2008",808
"rollback","2008",506
"rollover","2008",114
"rollup","2009",165
"rollupjs","2015",141
"root","2008",1017
"ros","2011",427
"roslyn","2009",1046
"roslyn-code-analysis","2015",167
"rotation","2008",3659
"rounded-corners","2008",423
"rounding","2008",1385
"router","2008",906
"routes","2008",5685
"routing","2008",6063
"row","2009",1548
"row-number","2008",239
"rows","2008",824
"roxygen2","2010",205
"rpart","2010",94
"rpc","2008",852
"rpgle","2008",149
"rpm","2008",727
"rpm-spec","2010",132
"rpmbuild","2009",261
"rpy2","2010",268
"rrdtool","2008",163
"rsa","2008",1786
"rscript","2011",116
"rselenium","2015",136
"rspec","2008",8119
"rspec-rails","2010",991
"rspec2","2010",705
"rss","2008",3033
"rss-reader","2010",172
"rstudio","2011",1744
"rstudio-server","2012",149
"rsync","2008",731
"rsyslog","2010",191
"rtc","2009",233
"rtf","2008",645
"rtmp","2008",495
"rtos","2008",181
"rtp","2008",433
"rtsp","2008",684
"rtti","2008",349
"ruby","2008",92821
"ruby-1.9","2008",260
"ruby-1.9.3","2011",284
"ruby-2.0","2012",268
"ruby-on-rails","2008",138863
"ruby-on-rails-2","2009",440
"ruby-on-rails-3","2009",27955
"ruby-on-rails-3.1","2011",2759
"ruby-on-rails-3.2","2012",3553
"ruby-on-rails-4","2009",16912
"ruby-on-rails-4.1","2014",216
"ruby-on-rails-4.2","2014",348
"ruby-on-rails-5","2013",2815
"ruby-on-rails-5.1","2017",196
"ruby-on-rails-5.2","2017",46
"ruby-on-rails-plugins","2009",455
"rubygems","2008",4428
"rubymine","2009",554
"rubymotion","2012",367
"rule","2010",216
"rule-engine","2008",319
"rules","2008",346
"runnable","2008",621
"running-total","2009",108
"runtime","2008",2285
"runtime-error","2008",2190
"runtime.exec","2008",313
"runtimeexception","2009",345
"rust","2010",4612
"rust-cargo","2014",216
"rvalue","2008",187
"rvalue-reference","2009",370
"rvest","2014",328
"rvm","2009",1954
"rx-android","2014",727
"rx-java","2013",2527
"rx-java2","2015",1019
"rx-swift","2015",477
"rxjs","2011",3631
"rxjs5","2015",728
"rxjs6","2018",32
"rxtx","2008",159
"s4","2009",198
"saas","2008",413
"sabre","2011",186
"safari","2008",5994
"safari-extension","2010",266
"sage","2009",168
"sagepay","2010",169
"sails-mongo","2014",180
"sails.js","2010",2941
"salesforce","2008",2684
"salt","2008",397
"salt-stack","2012",483
"samba","2008",311
"same-origin-policy","2008",417
"saml","2008",881
"saml-2.0","2011",713
"sample","2008",321
"sampling","2009",255
"samsung-mobile","2011",572
"samsung-smart-tv","2010",210
"sandbox","2008",895
"sanitization","2008",374
"sanitize","2008",155
"sankey-diagram","2010",118
"sap","2008",1940
"sap-fiori","2014",134
"sapi","2008",156
"sapply","2011",241
"sapui5","2012",1841
"sas","2008",2668
"sas-macro","2009",239
"sass","2008",7291
"saucelabs","2012",163
"save","2008",2542
"savechanges","2008",141
"savefiledialog","2008",222
"savon","2010",226
"sax","2008",717
"saxon","2008",515
"saxparser","2009",379
"sbcl","2008",255
"sbt","2009",4000
"sbt-assembly","2011",163
"scaffolding","2008",440
"scala","2008",38228
"scala-2.10","2011",324
"scala-2.8","2009",240
"scala-cats","2015",188
"scala-collections","2009",634
"scala-macros","2012",250
"scala.js","2014",277
"scalability","2008",1060
"scalar","2008",135
"scalatest","2010",627
"scalaz","2010",582
"scale","2009",1231
"scaling","2008",726
"scanf","2008",1431
"scanning","2008",155
"scapy","2008",378
"scatter","2009",151
"scatter-plot","2008",533
"sccm","2009",150
"scene","2009",244
"scene2d","2012",162
"scenebuilder","2012",526
"scenekit","2012",1141
"schedule","2008",359
"scheduled-tasks","2008",2171
"scheduledexecutorservice","2009",134
"scheduler","2008",845
"scheduling","2008",829
"schema","2008",2330
"schema.org","2011",546
"scheme","2008",2011
"scientific-computing","2008",171
"scientific-notation","2008",173
"scikit-image","2013",262
"scikit-learn","2011",4107
"scilab","2008",200
"scipy","2009",4076
"scons","2008",484
"scope","2008",5970
"scoping","2009",185
"scorm","2009",169
"scp","2008",490
"scrape","2010",243
"scraper","2010",116
"scrapy","2009",3589
"scrapy-spider","2013",620
"screen","2008",1497
"screen-capture","2008",246
"screen-orientation","2009",626
"screen-readers","2008",295
"screen-resolution","2009",511
"screen-rotation","2010",193
"screen-scraping","2008",1073
"screen-size","2010",245
"screensaver","2008",187
"screenshot","2008",1438
"scriptaculous","2008",196
"scripting","2008",4985
"scriptmanager","2008",267
"scroll","2008",6656
"scrollable","2010",176
"scrollbar","2008",1905
"scrollmagic","2014",126
"scrollto","2009",226
"scrolltop","2009",381
"scrollview","2008",2071
"scrollviewer","2008",481
"scrum","2008",423
"sd-card","2008",506
"sdk","2008",4527
"sdl","2008",1331
"sdl-2","2012",548
"sdn","2014",142
"sdwebimage","2011",345
"seaborn","2013",766
"seam","2008",672
"search","2008",11003
"search-engine","2008",1240
"searchbar","2010",163
"searchkick","2014",167
"searchview","2011",746
"sections","2010",151
"security","2008",20856
"sed","2008",6531
"seed","2009",178
"seeding","2009",166
"seek","2009",184
"seekbar","2009",537
"segment","2010",114
"segmentation-fault","2008",2979
"segue","2011",1652
"select","2008",10799
"select2","2015",364
"selected","2008",268
"selecteditem","2008",383
"selectedvalue","2009",132
"selection","2008",1311
"selection-sort","2012",89
"selectize.js","2013",206
"selectlist","2008",224
"selectonemenu","2009",258
"selector","2008",1338
"selenium","2008",19169
"selenium-chromedriver","2011",1675
"selenium-firefoxdriver","2011",273
"selenium-grid","2008",561
"selenium-ide","2009",682
"selenium-rc","2008",569
"selenium-webdriver","2010",10523
"self","2009",366
"self-hosting","2008",256
"self-join","2009",305
"self-reference","2008",202
"self-signed","2008",276
"selinux","2008",160
"semantic-markup","2008",499
"semantic-ui","2013",875
"semantic-ui-react","2017",153
"semantic-versioning","2012",153
"semantic-web","2008",615
"semantics","2008",752
"semaphore","2008",893
"sencha-architect","2012",297
"sencha-cmd","2012",249
"sencha-touch","2010",2445
"sencha-touch-2","2011",1970
"sencha-touch-2.1","2012",146
"send","2008",534
"sendgrid","2008",782
"sendkeys","2009",287
"sendmail","2008",1042
"sendmessage","2008",264
"sensor","2008",637
"sentiment-analysis","2010",361
"sentry","2011",258
"seo","2008",3351
"separation-of-concerns","2008",253
"separator","2009",280
"seq","2009",198
"sequel","2009",403
"sequelize.js","2011",2269
"sequence","2008",1353
"sequence-diagram","2008",166
"sequences","2008",226
"sequential","2009",184
"serenity-bdd","2015",86
"serial-communication","2008",211
"serial-port","2008",3449
"serializable","2008",324
"serialization","2008",11995
"serializer","2008",164
"series","2008",459
"serilog","2014",281
"server","2008",5066
"server-sent-events","2011",409
"server-side","2008",889
"serverless","2015",149
"serverless-framework","2015",391
"serverside-javascript","2008",163
"serverside-rendering","2015",296
"serversocket","2009",535
"service","2008",7524
"service-accounts","2012",174
"service-broker","2008",247
"service-discovery","2008",161
"service-layer","2009",175
"service-locator","2009",208
"service-reference","2008",210
"service-worker","2014",961
"servicebus","2008",386
"servicenow","2012",178
"servicestack","2011",2412
"servlet-3.0","2010",385
"servlet-filters","2008",856
"servlets","2008",12018
"session","2008",16360
"session-cookies","2009",1448
"session-state","2008",895
"session-storage","2009",192
"session-timeout","2008",566
"session-variables","2008",1396
"sessionfactory","2009",152
"sessionid","2008",237
"set","2008",3031
"setcookie","2009",310
"setfocus","2008",157
"setinterval","2008",1133
"setstate","2011",158
"setter","2008",545
"settext","2010",202
"settimeout","2008",1392
"settings","2008",1890
"setup-deployment","2009",394
"setup-project","2008",696
"setup.py","2010",394
"setuptools","2008",1020
"sf","2017",67
"sfinae","2008",521
"sfml","2009",750
"sftp","2008",1221
"sh","2008",1924
"sha","2008",392
"sha1","2008",622
"sha256","2008",433
"sha512","2009",127
"shader","2008",1775
"shadow","2008",627
"shadow-dom","2011",349
"shape","2008",728
"shapefile","2008",422
"shapeless","2011",412
"shapely","2009",139
"shapes","2008",356
"sharding","2008",554
"share","2008",1433
"shared","2008",406
"shared-element-transition","2014",167
"shared-hosting","2008",600
"shared-libraries","2008",2484
"shared-memory","2008",837
"shared-objects","2009",149
"shared-ptr","2008",1054
"sharedpreferences","2010",2111
"sharekit","2010",205
"sharepoint","2008",10377
"sharepoint-2007","2008",1621
"sharepoint-2010","2008",3803
"sharepoint-2013","2012",1736
"sharepoint-designer","2008",380
"sharepoint-online","2013",501
"sharepoint-workflow","2009",224
"sharing","2008",465
"sharpdx","2011",219
"shebang","2008",162
"shell","2008",24069
"shell-exec","2009",335
"shellcode","2010",93
"shellexecute","2008",190
"shibboleth","2008",180
"shift","2008",205
"shiny","2012",4157
"shiny-server","2013",337
"shinydashboard","2015",325
"shipping","2008",369
"shiro","2009",482
"shopify","2010",1520
"shopify-app","2017",123
"shopping-cart","2008",728
"short","2009",198
"short-circuiting","2008",194
"shortcode","2010",516
"shortcut","2008",719
"shortcuts","2008",231
"shortest-path","2008",418
"shoulda","2008",228
"shoutcast","2008",173
"show","2008",681
"show-hide","2009",809
"shuffle","2008",506
"shutdown","2008",399
"shutil","2009",169
"siblings","2008",243
"sicp","2008",180
"sidebar","2008",522
"sidekiq","2012",923
"sieve-of-eratosthenes","2008",101
"sifr","2008",106
"sift","2009",217
"sigabrt","2009",259
"sign","2008",365
"signal-processing","2008",1470
"signalr","2011",3070
"signalr-hub","2011",544
"signalr.client","2012",254
"signals","2008",2095
"signals-slots","2008",613
"signature","2008",448
"signed","2008",275
"signing","2008",345
"sigsegv","2008",302
"sikuli","2010",229
"silex","2011",711
"silverlight","2008",14904
"silverlight-3.0","2008",943
"silverlight-4.0","2009",3074
"silverlight-5.0","2009",785
"silverlight-toolkit","2008",406
"silverstripe","2008",976
"simd","2008",564
"similarity","2008",402
"simple-form","2010",1178
"simple-framework","2009",235
"simple-html-dom","2009",486
"simple-injector","2011",473
"simplecursoradapter","2010",409
"simpledateformat","2009",875
"simplemembership","2012",287
"simplemodal","2008",199
"simplexml","2008",1426
"simplify","2008",152
"simulate","2009",130
"simulation","2008",975
"simulator","2008",498
"simulink","2009",646
"sinatra","2008",2603
"sinch","2014",230
"single-page-application","2009",1573
"single-sign-on","2008",2088
"single-table-inheritance","2008",304
"singleton","2008",3168
"singly-linked-list","2009",335
"sinon","2011",895
"sip","2008",1056
"sitecore","2008",3016
"sitecore-mvc","2013",190
"sitecore6","2009",634
"sitecore7","2013",377
"sitecore8","2015",482
"sitefinity","2008",315
"sitemap","2008",805
"size","2008",2048
"size-classes","2014",273
"sizeof","2008",656
"skaction","2013",214
"skin","2008",203
"skinning","2008",194
"skip","2008",173
"sklearn-pandas","2013",176
"skmaps","2014",229
"skphysicsbody","2013",271
"skrollr","2013",112
"skscene","2013",208
"skspritenode","2013",417
"skype","2008",536
"skype-for-business","2015",230
"slack","2014",492
"slack-api","2014",488
"slash","2010",131
"sleep","2008",845
"slf4j","2008",1114
"slice","2008",1253
"slick","2012",1176
"slick-3.0","2014",226
"slick.js","2014",387
"slick2d","2011",211
"slickgrid","2010",467
"slide","2009",544
"slidedown","2009",226
"slider","2008",2757
"slideshow","2008",1086
"slidetoggle","2009",434
"slideup","2009",185
"sliding","2010",125
"slidingdrawer","2009",207
"slidingmenu","2013",275
"slim","2011",1046
"slim-3","2015",148
"slim-lang","2011",270
"sling","2011",311
"slug","2008",394
"slurm","2013",135
"smack","2009",642
"smalltalk","2008",608
"smart-pointers","2008",737
"smartcard","2008",589
"smartcontracts","2016",119
"smartgwt","2008",652
"smartphone","2008",292
"smarty","2008",1691
"smb","2008",240
"sml","2008",503
"smlnj","2008",219
"smo","2008",396
"smooth","2010",136
"smooth-scrolling","2009",262
"smoothing","2009",161
"smpp","2009",185
"sms","2008",2624
"sms-gateway","2010",272
"smsmanager","2011",182
"smt","2011",136
"smtp","2008",3722
"smtpclient","2008",464
"smtplib","2008",234
"snakemake","2016",110
"snap.svg","2013",320
"snapshot","2008",447
"snmp","2008",756
"soa","2008",885
"soap","2008",10724
"soap-client","2008",781
"soapui","2008",1419
"social","2008",340
"social-networking","2008",874
"socket.io","2010",5655
"socketexception","2009",207
"sockets","2008",20010
"sockjs","2012",217
"socks","2009",214
"softmax","2010",102
"software-design","2008",550
"software-distribution","2008",281
"solaris","2008",1047
"solid-principles","2008",348
"solidity","2015",291
"solr","2008",7537
"solr4","2010",402
"solrcloud","2011",346
"solrj","2009",558
"solrnet","2009",260
"solution","2008",350
"solver","2008",250
"sonar-runner","2012",347
"sonarlint","2015",160
"sonarqube","2008",3522
"sonarqube-scan","2016",407
"sonata","2011",245
"sonata-admin","2011",890
"sonatype","2009",167
"sony","2008",232
"soql","2008",203
"sorting","2008",18953
"soundcloud","2010",782
"soundpool","2009",208
"source-maps","2012",406
"sox","2009",142
"sp","2014",140
"space","2008",515
"space-complexity","2010",123
"spacebars","2012",197
"spaces","2008",290
"spacing","2008",255
"spacy","2015",249
"spam","2008",387
"spam-prevention","2008",348
"spannablestring","2011",211
"spark-cassandra-connector","2015",263
"spark-dataframe","2015",2191
"spark-graphx","2014",133
"spark-java","2012",169
"spark-streaming","2014",1531
"spark-structured-streaming","2017",40
"sparklyr","2016",158
"sparkr","2014",245
"sparql","2008",1373
"sparse-matrix","2008",912
"spatial","2008",776
"spawn","2009",279
"specflow","2010",675
"special-characters","2008",1591
"specialization","2009",150
"specifications","2008",628
"specs2","2011",297
"speech","2008",241
"speech-recognition","2008",1345
"speech-synthesis","2008",132
"speech-to-text","2009",480
"spell-checking","2008",567
"spf","2008",149
"sphinx","2008",962
"spi","2008",252
"spinner","2008",1708
"spl","2008",199
"splash","2009",180
"splash-screen","2008",945
"splice","2009",164
"spline","2008",227
"split","2008",5038
"splunk","2008",305
"spock","2011",788
"spotfire","2011",279
"spotify","2010",1014
"spray","2011",457
"spreadsheet","2008",1020
"spree","2009",850
"spring","2008",58143
"spring-3","2010",347
"spring-4","2013",283
"spring-amqp","2011",475
"spring-annotations","2009",412
"spring-aop","2008",813
"spring-batch","2009",1734
"spring-bean","2013",211
"spring-boot","2011",17531
"spring-boot-actuator","2015",218
"spring-boot-test","2016",132
"spring-cache","2013",144
"spring-cloud","2014",1015
"spring-cloud-config","2015",198
"spring-cloud-dataflow","2016",174
"spring-cloud-netflix","2016",287
"spring-cloud-stream","2016",279
"spring-data","2011",3236
"spring-data-cassandra","2014",143
"spring-data-elasticsearch","2013",294
"spring-data-jpa","2011",3254
"spring-data-mongodb","2011",783
"spring-data-neo4j","2012",615
"spring-data-neo4j-4","2015",233
"spring-data-redis","2013",151
"spring-data-rest","2012",790
"spring-el","2008",312
"spring-hateoas","2012",264
"spring-integration","2008",2022
"spring-integration-dsl","2017",75
"spring-java-config","2012",297
"spring-jdbc","2008",673
"spring-jms","2010",483
"spring-kafka","2016",199
"spring-ldap","2009",199
"spring-mvc","2008",20999
"spring-mybatis","2015",138
"spring-oauth2","2015",134
"spring-rabbit","2011",188
"spring-rabbitmq","2015",163
"spring-rest","2015",285
"spring-restcontroller","2013",327
"spring-roo","2009",612
"spring-saml","2011",215
"spring-security","2008",8088
"spring-security-oauth2","2013",689
"spring-session","2014",160
"spring-social","2010",357
"spring-test","2008",538
"spring-tool-suite","2010",467
"spring-transactions","2009",559
"spring-web","2014",164
"spring-webflow","2008",526
"spring-webflux","2016",285
"spring-websocket","2013",405
"spring-ws","2008",493
"spring-xd","2013",211
"spring.net","2008",348
"springfox","2015",158
"sprite","2008",1347
"sprite-kit","2013",4003
"sprite-sheet","2008",149
"sprockets","2010",421
"spss","2008",404
"spyder","2011",613
"sql","2008",166548
"sql-delete","2008",763
"sql-execution-plan","2008",528
"sql-function","2008",237
"sql-injection","2008",1248
"sql-insert","2008",915
"sql-like","2008",876
"sql-loader","2008",279
"sql-order-by","2008",2181
"sql-scripts","2008",155
"sql-server","2008",97631
"sql-server-2000","2008",1290
"sql-server-2005","2008",9442
"sql-server-2008","2008",22603
"sql-server-2008-express","2009",173
"sql-server-2008-r2","2008",4613
"sql-server-2012","2008",5992
"sql-server-2012-express","2012",164
"sql-server-2014","2013",1483
"sql-server-2016","2008",847
"sql-server-2017","2017",125
"sql-server-agent","2008",151
"sql-server-ce","2008",1854
"sql-server-data-tools","2014",58
"sql-server-express","2008",685
"sql-update","2008",2990
"sql-view","2009",289
"sqlalchemy","2008",5502
"sqlanywhere","2008",197
"sqlbulkcopy","2008",374
"sqlcipher","2011",195
"sqlclr","2008",457
"sqlcmd","2008",364
"sqlcommand","2008",327
"sqlconnection","2008",373
"sqldataadapter","2009",153
"sqldatareader","2008",418
"sqldatasource","2008",403
"sqldatatypes","2008",440
"sqldependency","2008",214
"sqldf","2009",131
"sqlexception","2008",312
"sqlite","2008",24750
"sqlite-net","2012",153
"sqliteopenhelper","2011",291
"sqlperformance","2009",191
"sqlplus","2008",792
"sqlsrv","2012",210
"sqlxml","2008",163
"sqoop","2011",829
"square","2009",188
"square-connect","2014",176
"squarespace","2009",151
"squeak","2008",147
"squid","2008",292
"src","2009",426
"ssas","2008",1754
"ssas-tabular","2014",124
"sse","2008",665
"ssh","2008",8149
"ssh-keys","2008",515
"ssh-tunnel","2010",175
"ssi","2008",148
"ssis","2008",6069
"ssis-2008","2012",173
"ssis-2012","2013",390
"ssl","2008",15155
"ssl-certificate","2008",2736
"sslhandshakeexception","2009",134
"ssms","2008",1989
"ssr","2017",61
"ssrs-2008","2008",2410
"ssrs-2008-r2","2008",796
"ssrs-2012","2012",905
"ssrs-2016","2016",114
"ssrs-grouping","2008",128
"ssrs-tablix","2010",335
"stack","2008",2580
"stack-overflow","2008",1326
"stack-trace","2008",974
"stackdriver","2016",154
"stacked-chart","2010",122
"stackexchange.redis","2014",331
"stackpanel","2009",275
"stage","2009",184
"staging","2008",187
"standard-deviation","2010",134
"standard-library","2008",303
"standards","2008",1485
"stanford-nlp","2009",962
"starling-framework","2011",166
"start-activity","2012",137
"startup","2008",928
"stat","2008",181
"stata","2009",768
"state","2008",1427
"stateless","2008",168
"statements","2009",90
"static","2008",5352
"static-analysis","2008",800
"static-cast","2009",130
"static-code-analysis","2010",207
"static-files","2008",227
"static-libraries","2008",1688
"static-linking","2008",564
"static-members","2008",518
"static-methods","2008",1053
"static-variables","2008",268
"statistics","2008",3267
"statsmodels","2012",384
"status","2008",418
"statusbar","2008",846
"stax","2008",232
"std","2008",1314
"std-function","2011",221
"std-pair","2008",160
"stdclass","2009",163
"stderr","2009",411
"stdin","2008",1087
"stdio","2008",322
"stdmap","2008",352
"stdout","2008",1369
"stdstring","2008",315
"stdthread","2012",150
"stdvector","2008",556
"steam","2012",251
"steam-web-api","2011",131
"steganography","2008",122
"stemming","2008",140
"stereo-3d","2009",136
"sti","2009",206
"sticky","2008",384
"sticky-footer","2008",286
"stl","2008",5345
"stl-algorithm","2008",176
"stm32","2009",559
"stm32f4discovery","2012",111
"stock","2009",152
"stocks","2008",94
"stomp","2008",402
"stop-words","2008",144
"stopwatch","2008",236
"storage","2008",1805
"store","2008",906
"stored-functions","2008",206
"stored-procedures","2008",12344
"storekit","2009",419
"storyboard","2008",3619
"str-replace","2009",739
"strace","2009",146
"strategy-pattern","2008",235
"strcat","2009",113
"strcmp","2009",170
"strcpy","2009",195
"stream","2008",4806
"streaming","2008",2466
"streamreader","2008",547
"streamwriter","2008",429
"street-address","2008",234
"stress-testing","2008",281
"stretch","2008",153
"strftime","2008",200
"strict","2008",169
"strict-aliasing","2008",170
"string","2008",46339
"string-comparison","2008",618
"string-concatenation","2008",590
"string-formatting","2008",1656
"string-interpolation","2009",281
"string-length","2008",241
"string-literals","2008",313
"string-matching","2008",585
"string-parsing","2008",318
"string-split","2008",163
"string.format","2008",203
"stringbuffer","2008",154
"stringbuilder","2008",714
"stringify","2011",207
"stringr","2012",257
"stringstream","2008",358
"stringtokenizer","2009",170
"strip","2008",313
"stripe-connect","2015",177
"stripe-payments","2011",1739
"strlen","2008",162
"stroke","2009",129
"strong-parameters","2011",388
"strong-typing","2008",197
"strongloop","2013",568
"strongly-typed-dataset","2008",248
"strophe","2010",197
"strpos","2009",208
"strptime","2009",177
"strsplit","2009",122
"strtok","2009",258
"strtotime","2008",452
"struct","2008",7114
"structure","2008",1617
"structuremap","2008",1069
"struts","2008",1481
"struts-1","2008",463
"struts2","2008",4702
"struts2-jquery","2012",147
"sts-springsourcetoolsuite","2009",291
"stub","2008",410
"stylecop","2008",334
"styled-components","2016",213
"styles","2008",3011
"stylesheet","2008",1239
"styling","2008",734
"stylus","2011",390
"su","2009",144
"subclass","2008",1261
"subclassing","2009",319
"subclipse","2008",368
"subdirectory","2009",238
"subdomain","2008",2070
"sublime-text-plugin","2013",281
"sublimetext","2009",1432
"sublimetext2","2011",1918
"sublimetext3","2012",2298
"sublist","2009",118
"submenu","2009",411
"submission","2008",141
"submit","2008",1567
"subnet","2008",167
"subplot","2011",221
"subprocess","2008",2645
"subquery","2008",2587
"subreport","2008",259
"subroutine","2009",342
"subscribe","2009",162
"subscript","2009",151
"subscription","2008",497
"subscriptions","2008",156
"subset","2008",1121
"subsonic","2008",565
"subsonic3","2008",299
"substitution","2008",437
"substr","2008",327
"substring","2008",2107
"subtitle","2009",161
"subtraction","2008",187
"subversive","2008",189
"subview","2008",510
"sudo","2008",802
"sudoku","2008",215
"suds","2008",279
"sugarcrm","2008",760
"suitecrm","2013",161
"suitescript","2014",277
"suitescript2.0","2017",49
"sum","2008",2644
"sumifs","2012",148
"summary","2008",259
"summernote","2014",243
"sunspot","2009",457
"sunspot-rails","2011",201
"super","2008",442
"superagent","2012",155
"superclass","2009",418
"supertest","2012",198
"supervised-learning","2013",109
"supervisor","2009",243
"supervisord","2009",441
"suppress-warnings","2008",305
"surf","2009",195
"surface","2009",159
"surfaceview","2009",1002
"survey","2008",225
"surveymonkey","2013",113
"survival-analysis","2010",116
"suse","2008",148
"svcutil.exe","2008",214
"svd","2009",142
"svg","2008",12852
"svg-animate","2012",165
"svg-filters","2010",171
"svm","2009",1095
"svn","2008",13029
"swagger","2012",2292
"swagger-2.0","2014",468
"swagger-codegen","2015",136
"swagger-editor","2014",148
"swagger-ui","2013",814
"swap","2009",585
"swashbuckle","2015",290
"sweave","2009",220
"sweetalert","2014",239
"sweetalert2","2016",91
"swfobject","2008",278
"swi-prolog","2009",341
"swift","2010",82095
"swift-playground","2014",474
"swift-protocols","2014",346
"swift2","2014",3568
"swift3","2013",8715
"swift4","2014",1869
"swiftmailer","2008",667
"swifty-json","2014",346
"swig","2008",930
"swing","2008",25221
"swingworker","2008",360
"swingx","2008",205
"swipe","2009",991
"swipe-gesture","2011",176
"swiper","2013",193
"swiperefreshlayout","2013",240
"switch-statement","2008",2975
"swrevealviewcontroller","2013",240
"swt","2008",2394
"sybase","2008",1057
"sybase-ase","2008",499
"sylius","2012",251
"symbian","2008",465
"symbolic-math","2008",266
"symbols","2008",602
"symfony","2009",28925
"symfony-1.4","2009",1263
"symfony-2.1","2011",602
"symfony-2.3","2013",460
"symfony-2.8","2015",308
"symfony-3.3","2017",294
"symfony-forms","2010",1089
"symfony-sonata","2011",303
"symfony1","2008",2129
"symfony4","2017",355
"symlink","2008",860
"sympy","2008",649
"sync","2008",832
"syncfusion","2008",265
"synchronization","2008",3648
"synchronized","2008",526
"synchronous","2008",471
"synonym","2008",175
"syntactic-sugar","2008",198
"syntax","2008",6768
"syntax-error","2008",2157
"syntax-highlighting","2008",1533
"synthesis","2008",116
"sys","2009",202
"sysadmin","2008",234
"syslog","2008",347
"system","2008",1280
"system-calls","2008",934
"system-tray","2008",289
"system-verilog","2009",615
"system.data.sqlite","2008",248
"system.diagnostics","2008",269
"system.drawing","2008",426
"system.reactive","2009",1564
"system.reflection","2008",403
"systemd","2012",497
"systemjs","2014",727
"t4","2008",909
"tabbar","2009",410
"tabcontrol","2008",842
"tabindex","2009",183
"tabitem","2008",151
"table-valued-parameters","2009",113
"tableadapter","2008",214
"tableau","2011",956
"tableau-server","2014",115
"tablecellrenderer","2008",172
"tablelayout","2008",528
"tablelayoutpanel","2008",180
"tablemodel","2009",143
"tablerow","2009",305
"tablesorter","2008",644
"tablet","2008",658
"tableview","2009",2206
"tableviewcell","2010",387
"tabpanel","2008",176
"tabs","2008",4558
"tabular","2009",354
"tabview","2010",155
"tagging","2008",363
"taglib","2008",471
"tags","2008",3405
"tail","2008",311
"tail-recursion","2008",444
"talend","2010",700
"tampermonkey","2009",250
"tap","2008",190
"tapestry","2008",403
"tar","2008",767
"target","2009",591
"task","2008",2356
"task-parallel-library","2009",2702
"task-queue","2009",300
"taskbar","2008",330
"taskmanager","2008",176
"taskscheduler","2015",159
"tasm","2008",151
"tastypie","2011",795
"taxonomy","2008",496
"tbb","2008",215
"tcl","2008",2053
"tcp","2008",6518
"tcp-ip","2010",425
"tcpclient","2008",748
"tcpdf","2009",760
"tcpdump","2008",278
"tcplistener","2008",285
"tcpserver","2009",196
"tcsh","2008",160
"tdd","2008",3076
"teamcity","2008",2936
"tee","2009",144
"teechart","2008",221
"telegram","2014",771
"telegram-bot","2015",707
"telephony","2008",329
"telephonymanager","2009",296
"telerik","2008",4241
"telerik-grid","2009",738
"telerik-mvc","2010",498
"television","2009",16
"telnet","2008",777
"temp","2009",151
"temp-tables","2008",605
"temperature","2008",104
"template-engine","2008",795
"template-meta-programming","2008",666
"template-specialization","2009",514
"templates","2008",17440
"templating","2008",421
"temporary","2009",182
"temporary-files","2008",355
"tensor","2016",169
"tensorboard","2015",432
"tensorflow","2015",10775
